,count,hope_speech,non-hope_speech,neither,class,tweet
14496,3,0,3,0,1,@Ogreman /emisoccer • Not everyone see it that way. Because of the systematic racism.  ???
14497,3,0,3,0,1,@King Richard people seem totally brainwashed these days ......the critical thinker  is a dying species....
14498,4,0,4,0,1,When government utterly fails its people despite their repeated pleas for reasonable assistance through petitioning
14499,3,0,3,0,1,Do you know why there are no protests in Russia? Because putin is not black.
14500,3,0,3,0,1,Can anybody give racism example in UK this year? rnWhich law in UK is racist?
14501,3,0,0,3,2,Tyrone Marcus If I say the same about black people would it be wrong? Yes
14502,3,0,3,0,1,Nobody was saying “All Lives Matter” until “Black Lives Matter”. It’s protest against a protest.
14503,3,0,0,3,2,Lives matter the need to put anything ahead of that means you have an issue
14504,3,0,0,3,2,I can’t believe this is something we have to ask ourselves in the first place
14505,3,0,0,3,2,Then why don’t we learn from it from something that doesn’t glorify it like... idk
14506,3,0,3,0,1,I just learned about the cuffed jeans stereotype and i've been doing it for YEARS
14507,3,0,0,3,2,So you’re telling me that girl isn’t part of the LGBTQ+ community because my gaydar-
14508,3,0,3,0,1,simple answer most black people are racists but no one cares cause they are black
14509,3,1,2,0,1,@Mr Brobot you start with it's a delusion' and then make that statement!!!  Ironic much??
14510,3,0,2,1,1,The sheriff and Larry Elder did a great job. Juan Williams is clueless as usual
14511,7,0,7,0,1,So all lives don’t matter? Just black lives. Yea that makes a lot of sense
14512,3,0,3,0,1,I hope the protesters get covid!!! I hope they die the most painful death imaginable!!!
14513,3,0,2,1,1,@Der Introvert I don't think it's possible to even to block comments in threads. Also
14514,3,0,0,3,2,@whatcanisay3 Read my entire comment. The second line will inform the intention of the first.
14515,6,1,5,0,1,Canadian police relations are a lot better because police are better trained and paid more
14517,3,0,0,3,2,Ray Langley looool your telling me that man wasn’t even a slave owner then ?
14518,6,0,6,0,1,when she said close your eyes and imagine an engineer. i imagined a stick figure
14519,3,0,3,0,1,@poopman69 sorry to break it to you but you are taking this WAY too seriously.
14520,3,0,3,0,1,Crystal is a whovian!!!! I love her even more that I already did...if that’s possible
14521,3,0,0,3,2,I love that she uses her platform to shed light on the darkness... very brave
14522,3,0,3,0,1,@Starchild Hum... no. Indigo child are pure and very special and sensitive... but who knows...
14523,3,0,3,0,1,Yall think its just America having this movement? Yesterday there was a riot in Moscow Russia
14524,3,0,0,3,2,TJ is bi but the majority of people viewing will be turned off by that
14525,3,0,3,0,1,THE DEMOCRATS ARE THE ONES WHO DROVE TO ENSLAVE THE BLACK POPULATION IN THE 60'S
14526,3,0,3,0,1,man so much things happened in 2020 I remember making memes about all of them
14527,3,1,2,0,1,Lives matter! If you nominate only one race before that statement you are the racist.
14528,3,0,3,0,1,@Alligator BLM and hope not hate is funded by George Soros to stir racial tensions.
14529,3,0,3,0,1,@nathan buck jusrt look at jericho. god helped the armies destroy it. that bible story
14530,3,0,3,0,1,There are a lot of adults that could learn from these kids.  Great job parents!
14531,3,0,3,0,1,What do they mean by “Survivor”.......? Scares the crap out of me ; - ;
14532,3,0,3,0,1,Can't wait for the truth of the real Madonna to come out. ... not pretty!
14533,3,0,3,0,1,@Luice You might've already done that long time ago when you join the BLM movement
14534,4,0,4,0,1,If sherriff Clarke were to walk in a predominantly white neighborhood with his uniform on
14535,3,0,2,1,1,If you hear of or forced into so-called Conversion Theapy RUN..RUN FAST. Nowhere to go
14536,3,1,2,0,1,the guy in the middle looks like a black version of william hung ! LOL
14537,3,0,3,0,1,We're taking down the media outlets next. Then snatching the elite out of their bunkers
14538,3,0,0,3,2,You have your dates mixed up.  Trump's last day in office is Jan 20th 2021
14539,3,2,1,0,0,BLM matters SO MUCH! And please REMEMBER Jesus in this time! We must remember GOD!
14540,3,0,3,0,1,A fading no one. Fact? Wdym?  I’m just saying they put her in a video
14541,3,0,3,0,1,Why would you starve a child because of something as simple as who they love
14542,3,0,3,0,1,We should focus on the actual phrase of the the movement ( Black lives matter)
14543,3,1,2,0,1,I wonder what Martin Luther King Jr. would think of the black lives matter movement
14544,3,0,3,0,1,TheLegend27 Is Alive it is tho. it’s b u l l s h i t.
14545,3,3,0,0,0,Black Lives Matter is a hate group. Their main goal is to divide the races.
14546,3,0,3,0,1,Wow! These kids are the most clever kids ever. Adults could definitely learn from them
14547,3,0,3,0,1,If only most of America lived as though they believed that ALL lives were valuable
14548,3,0,0,3,2,They want more than the vote. They want them to stay on the Democratic Plantation.......
14549,3,0,3,0,1,@That Nerdy Gay Werewolf I don't agree with the organizers decision to sign the agreement
14550,3,0,3,0,1,As she ages she becomes older .& more fragile. Mother nature is always in charge
14551,3,0,3,0,1,This is hard enough to watch but when he said the loneliness the tears came!
14552,3,0,1,2,2,because they recieve trauma that leads to mental illness and has a high suicide rate
14553,3,2,1,0,0,boooing when he said “...white lives matter.”???nsounds like a room full of racists to me
14554,6,1,0,5,2,Hudson Birt Eww. Go find something else to do rather than harassing people’s personal identities.
14555,3,0,0,3,2,This is what will put an end to black lives matter and all lives matter
14556,3,0,2,1,1,Ashxr Just because you disagree with a persons lifestyle doesn’t mean that you hate them
14557,3,0,2,1,1,I've finally decided what I want to be. I want to be an Industrial Engineer.
14558,3,2,1,0,0,#NAME?
14559,6,1,5,0,1,TheDaxter11 because he was a massive contributor to Bristol being built up over the years
14560,3,0,3,0,1,do you even know what racist means?? all lives don't matter until black lives do
14561,3,0,3,0,1,Funny that the black people protest against racism in the US and Europe. In reality
14562,3,0,3,0,1,as a teenage lesbian who is absolutely terrified of what religious people think of me
14563,3,0,3,0,1,If you say “All Lives Matter” you will be considered a racist. It’s absolutely ridiculous
14564,3,0,3,0,1,Seriously!? Conversion Therapy? That is stupid. All gays want is to be treated as equal
14565,3,0,3,0,1,@Wild Bill in yes there r people from all racial groups r getting gunned downed
14566,3,0,2,1,1,Why the hell did a slave trader even have a statue in the first place?
14567,3,0,3,0,1,@Joe Robledo glad they didn't literally harm us but ended up leaving trash and spit
14568,3,0,3,0,1,Don`t resist arrest!  Don`t arguing with the police!  Don`t run away. Police are the LAW.
14569,3,1,2,0,1,Why are they calling him a survivor? It’s just his parents trying to cure him
14570,6,0,6,0,1,Am I the only.one wondering what his statue is still doing up in 2020? ???
14571,3,0,2,1,1,@Aria Maas wait..... JESUS WAS BLACK?! Let me go get the bible and find out.
14572,3,0,3,0,1,I've never seen sheriff clarke not angry. I'm happy I don't live in his district
14573,6,0,5,1,1,@Killua Zoldyk npeople will hate you more if you riot. It is not the answer.
14574,6,0,6,0,1,Just knowing Madonna is out there still going strong puts a smile on my face
14575,3,2,1,0,0,She looks good here but these new videos she’s putting out.  She is looking scary!
14576,3,3,0,0,0,This is before President Trump came into office in 2016.  This vid was in 2015
14577,3,0,2,1,1,I want to be a chemical engineer soon. I hope will become in the future
14578,3,0,0,3,2,@Robert Harris the media is pushing everything your doing lol almost all media is liberal
14579,3,0,3,0,1,@DogsAreTheWorst TheyAreNotMan'sBestFriend I believe in the Big Bang Theory. I believe that in the beginning
14580,3,0,0,3,2,When you say all lives matter. You're including everyone. They don't want to include everyone.
14581,6,0,0,6,2,Why are we giving politicians and Democrats this pleasure. ALL lives matter end of discussion
14582,3,0,3,0,1,giuseppe mendoza says me. Just providing perspective. Feel free to provide your own educated opinion
14583,3,0,0,3,2,saying black lives matter and not all lives matter is the ultimate act of racism.
14584,3,1,2,0,1,This interview really is  key to who Madonna is. Im so glad I saw this.
14585,3,0,0,3,2,Thank you for everything ! you and Alyssa Milano are my 2 biggest inspiration !!!
14586,3,0,0,3,2,This whole video seems to be nothing but complaining about people awkwardly trying to learn
14587,3,0,3,0,1,@Abrams Lion I mean other than a statue of a slaver in Bristol city centre
14588,3,0,3,0,1,I wonder what would have happened if the cop who killed george floyd was black.
14589,3,1,2,0,1,God Bless all the Police risking their lives everyday protecting our communities and restoring order.
14590,3,0,0,3,2,He was clearly hedging his bets knowing that if there was a God the 80
14591,3,0,0,3,2,why dont these people start there own company?   i guess complaining about sexism is better...
14592,3,2,1,0,0,Why weren't they all fined and possibly arrested?nIf you break the law pay the time
14593,3,0,3,0,1,@DecimalTen D.L got owned  and was soo funny to see. police brutally at it's best....lololol
14594,3,1,2,0,1,There are relatively recent studies that show that on average African Americans are more biased
14595,3,0,2,1,1,Man the officer who killed him must be having the worst time of his life
14596,3,0,3,0,1,Women not in these fields is not a freaking problem! What about all the nasty
14597,3,0,3,0,1,What a lot of people get mixed up with is that this is not religion
14598,3,1,0,2,2,@be the light I dislike anyone who thinks it acceptable to say black lives matter.
14600,3,2,0,1,0,god gave us a choice and my choice is to lovennnThat kid is so sweet
14601,3,0,1,2,2,Oh my holy lord of cheese whiz this is gone way too far poor guy
14602,3,1,2,0,1,Inferno EV im not sure you understand the meaning of the black lives matter movement
14603,3,0,3,0,1,Black lives don’t matter in planned parenthood or Chicago.....there’s more proof there than anywhere else
14604,3,0,3,0,1,“That would be just pure mean” aw love this kiddo she made my day <3
14605,3,0,2,1,1,This is why I support the lgbt community because of knowing what they go through
14606,3,0,3,0,1,Needed going in the water wtf is there such a disgusting monument there for anyway
14607,3,0,3,0,1,I hate it when people say it’s a choice! This video is great tho x
14608,3,0,3,0,1,I've noticed that HiHo definitely knows the kids they work with and their maturity levels
14609,3,0,3,0,1,the people who toppled that and threw it in the lake deserve time in jail
14610,3,0,2,1,1,@Selena this is just your belief and that's OK. But it doesn't apply to everyone
14611,3,0,3,0,1,“That is just a... pure mean” this is exactly how I will forever describe homophobia
14612,3,0,3,0,1,I'm 23 and currently thinking of changing my career path from business into software engineering
14613,3,0,3,0,1,Joyner Lucas said it best. “Screaming ‘All Lives Matter”  is a protest to my protest
14614,3,0,3,0,1,@eve lewis Hi Eve. It's never to early to start learning engineering! Especially these days
14615,7,1,6,0,1,@Miles Lehmann well I guess she really was ahead of her time by decades then
14616,3,0,2,1,1,same! Ray of Light was literally my ray of light during my high school years.
14617,3,0,3,0,1,Exactly like that is how all Christians should be. I know I am like that
14618,3,0,3,0,1,Yeah I said it in a game and this girl saying blm got so mad
14619,3,0,3,0,1,I love you for saying it man.....   I cant cause I guess I'm white. Lmao
14620,3,0,3,0,1,I want David Clark to become president at least he's honest and he's not prejudiced
14621,3,1,2,0,1,@James Hulse do not kill yet the bible is full of murder and other atrocities
14622,3,0,3,0,1,All lives matter is better than black lives matter. All lives matter included black lives.
14623,3,0,3,0,1,You inspired me to keep moving on my engineering program. You are amazing thanks alot!
14624,3,0,3,0,1,Are we going to destroy George Washington statue too since he was a slave owner?
14625,3,0,3,0,1,The only lives that matter are the lives of those people that make them matter.
14626,3,0,3,0,1,That's true. children have tained opinions mainly thanks to adults.nPure baby soul IS the best.
14627,3,0,3,0,1,People are gettin mad because a statue of a slave trader was taken down #realracist
14628,3,0,3,0,1,@elvis ricardo systemic racism is a thing that has been disproven time and time again
14629,3,1,0,2,2,TheLegend27 Is Alive you don’t know if they’re joking or not because you aren’t them
14630,3,0,3,0,1,the hate this woman gets for helping people and her artistry is really something else
14631,3,2,1,0,0,Came here for trolls denying that women could even experience sexism. I was not disappointed.
14632,3,1,2,0,1,Crazy what lengths bigoted people will go to to make you fit into their box
14633,3,0,0,3,2,The sheriff looks like the most badass human being taken out of a movie person
14634,3,0,0,3,2,There is one problem with youtube-nnnnnnnYou can’t hit the like button multiple times!nBLACK LIFES MATTER!!!
14635,6,0,6,0,1,He prob got fed the questions.... this is pre approved to make Madonna look good....0
14636,6,0,6,0,1,@Imogen Brown  It amazes me that you say the same exact things others have said
14637,3,0,3,0,1,#NAME?
14638,3,1,2,0,1,Here's our demands. Stop killing us for no good reason. We  don't want to die
14639,3,0,3,0,1,Report them for what you troll? Teaching kids about stuff? Oh no! Kids are learning
14640,3,0,3,0,1,this boi could sue his parents and his grandparents for child abuse and starving him
14641,6,0,6,0,1,@Ashley Laurencya You are making no sense and you grammar is horrible. GO. TO. SCHOOL.
14642,3,0,3,0,1,I would say ALL LIVES MATTER in a herd of the black lives matter movement
14643,3,0,2,1,1,Home sec is only speaking to save her job!! White people dont like her either!!!
14644,6,0,6,0,1,Breanna Himmelright I’m not there yet but I’m headed in that direction with 2.3 millions
14645,3,0,3,0,1,After 30 years of teaching I have found that it is not a cultural thing
14646,3,0,3,0,1,not understanding that blacks should be treated the same as any other race is racist
14647,3,0,3,0,1,@Stephanie South How many times do we have to hear.  PEACEFUL PROTESTS TURN VIOLENT .
14648,3,0,3,0,1,when they refund the police I wonder who they gonna call when they get robbed
14649,3,0,3,0,1,@Jessica Walker I disagree that you should exist. Can I push my beliefs on you?
14650,3,0,3,0,1,Sorry to break it to you but cuffing your jeans doesn’t relate to your sexuality.
14651,3,0,3,0,1,@Po Po it sure sounds like that's what they are saying. And I'm mixed race.
14652,3,0,0,3,2,All white liberals should be careful of what they say. Their dreams might come true.
14653,3,0,0,3,2,Black vaginas matter.nThey may not turn me on as much as white or Asian vaginas
14654,3,0,0,3,2,Omigosh- what a gem of a video...! Anyone able to watch it with dry eyes?
14655,3,0,3,0,1,FiberHive so what is it...it looks very much like rent a thug lefti to me.
14656,3,0,3,0,1,Awws. He needs a safe space guys. Make room before he calls the PC police.
14657,3,0,3,0,1,Yasahiro Shuichi Native lives did not matter when 100 million buffalo were slaughtered. Research that
14658,3,0,3,0,1,It’s technically 2012 this year. The Gregorian calendar lost about 8 years since its establishment
14659,3,0,3,0,1,Sheriff Clarke... is an absolute legend!!!! We need more educated people like him speaking up.
14660,3,1,2,0,1,I'm a female engineering student right now. I'm so glad this is in my recommendation.
14661,3,0,1,2,2,@Commander Ultra sadly it isnt reported by the media as much as it should be
14662,3,1,2,0,1,Why did Europeans go out of their way to depict him as one of them?
14663,3,1,2,0,1,There's always a way out and Madonna is just changing the world for the better!
14664,3,0,3,0,1,Noahkra I think this was suppose to come of as understanding but it really didn’t
14665,3,0,3,0,1,Juan needs to shut up. Why is he still on Fox. Sheriff Clark is awesome
14666,3,0,3,0,1,We are all humans with likes and dislikes diffrent looks with all the same rights
14667,3,0,3,0,1,This speech was really inspiring...it    has given a great solution to my confusion...l'm clear now
14668,3,0,3,0,1,Sir all ANYONE wants is POLICE ACCOUNTABILITY!!!!!!!! Saying all lives matter is missing the point.......
14670,3,0,3,0,1,DO ALL LIVES MATTER?  IS NOW A TRICK QUESTION THAT WILL GET YOU INTO TROUBLE.
14671,4,0,4,0,1,@*It's Maya* You sound like a silly child.  Please stop making a fool of yourself.
14672,3,0,3,0,1,All lives matter (we all bleed red ) there is really no difference between race
14673,3,0,3,0,1,I agree with the sheriff. The Democrats don't give a crap about Black Lives Matter
14674,3,0,3,0,1,They beat him with a Bible????? What the hell???? I may not agree with homosexuality
14675,3,1,2,0,1,my choice is to love GIVE THIS KID SOME PRICE FOR THE BEST SENTENCE EVER
14676,3,0,3,0,1,Just because someone is kind and likeable doesn't get them into heaven. He's disobeying God
14677,3,2,0,1,0,JerkRant nhere's a resource from the US Department of Commerce that studied this reified disparity
14678,3,0,3,0,1,Why is it controversial to say all lives matter? nnBecause the left says so. ???
14679,6,0,0,6,2,I LOVE THIS PART OF 2020 THE PART WHERE WE GOT JUSTICE FINALLY FOR RACISM
14680,3,0,3,0,1,@Michael Paysour  you are right about that...BLM members killing black children all over USA now...
14681,3,0,1,2,2,She had an engineering job. If you're so interested in her accomplishments look them up.
14682,3,0,3,0,1,ah wired. i had just subscribed to you yesterday and now I have to unsubscribe.
14683,3,0,3,0,1,Nagihan Göt People act different because of different physical traits? The brains are NOT different.
14684,9,0,9,0,1,Zack Thayer When was the topic of white Americans going back to Europe brought up?
14685,3,1,2,0,1,A lot of people complaining about her being a nasty feminist who's complaining about nothing
14686,3,0,3,0,1,Victor Hugo Does it say “only black lives matter” come on now don’t be dumb...
14687,3,0,3,0,1,why would someone who is racist be friends with a black person to begin with?
14688,3,0,3,0,1,@Alexander Schüler Why not include everyone?Isnt ONLY saying black lives matter only including 1 race
14689,3,1,2,0,1,Interesting that this response to (BLM) video came out right before the last election cycle....
14690,3,0,3,0,1,You guys still don't seem to understand why we black people say Black Lives Matter
14691,3,0,0,3,2,There is just too much anger these days.  If you say the sky is blue
14692,3,0,3,0,1,The new History book will be called History of Black Britain. From Slaves to Masters
14693,3,2,0,1,0,stuff like this is why I stay away from organized religionnnnMy main beliefs are Pantheism
14694,3,0,3,0,1,Ppl that dis liked this bruh y George Floyd is sad be u did that
14695,3,0,2,1,1,It's kind of scary seeing how much shit both of them can get out of.
14696,3,0,2,1,1,If the  Black Lives Matter  movement offends you then you are part of the problem.
14697,3,0,0,3,2,Fa1con either way all of these other news sources confirm the whole trained marxists part
14698,3,0,0,3,2,Last words from Sheriff Clarke Victimhood with a list of grievances that do not exist.
14699,3,1,2,0,1,That's wonderful. That is so truly wonderful. May you become an amazing video game developer.
14700,3,0,3,0,1,Can't wait for the truth of the real Madonna to come out. ... not pretty!
14701,3,0,3,0,1,Jun3 there’s actually studies that show that if you have a name that ‘sounds’ black
14702,3,0,0,3,2,I would bring a 800 page Stephen King book to beat someone who's beaten him
14703,3,0,0,3,2,anyone who supports a NATURAL feeling is compassionate. anyone who fights against it is insane
14704,3,0,3,0,1,this is why all these Democrap clowns lost 2016 and will lose again in 2020
14705,3,0,3,0,1,The girl who disagreed with homesexuality is the gayest person I’ve ever seen. No disrespect.
14706,3,0,0,3,2,Being pro your own race is not anti other races and is therefore not racist.
14707,3,2,1,0,0,its soo backwards to think that you should be against homosexuality just because youre religious
14708,6,0,0,6,2,Exactly trump supporters will vote him back in . They're playing into his hands ffs
14709,3,0,3,0,1,This guy didn't get a statue for being a slave trader but for his achievements.
14710,3,0,2,1,1,Its kind off rare but yes it happens. A lot of them are abused horrifically
14711,3,0,1,2,2,BLM is absolutley stupid!!! ofc ALL LIVES MATTER - everyone saying something else is rasist!
14712,3,0,3,0,1,@Ella Risa Music Official im not being mean but the pfp is horrid and evil
14713,3,0,3,0,1,Black Lives Matter > literally all of pop music basically dominated by wealthy black people
14714,3,0,3,0,1,quite a few Jamaicans.Always causing  trouble. The regular black people and whites get along great.
14715,3,0,2,1,1,Salvatore why can’t I say black lives matter what? does the word “black” disturb you?
14716,3,0,0,3,2,@Fear Dheas this entire thread is full of people signaling complete superiority on their beliefs.
14717,3,0,0,3,2,Put him in the next Metal Gear Solid Game and I will be very happy.
14718,3,0,3,0,1,Then that is what they should say mean what you say say what you mean
14719,3,0,2,1,1,So it took an entire race nearly 100 years to realize there lives matter... genius.
14720,3,0,0,3,2,@Alex the government only finished paying off their debt to slave owners in 2015. disgusting.
14721,3,0,0,3,2,Oh my god that little boy is so cute I just want to hug him
14722,3,1,2,0,1,aPieceOfToast You want revenge ? All you need to do is look in the mirror.
14723,3,0,3,0,1,Juan Williams never surprises anyone. Every word that comes out of his mouth is ignorance.
14724,3,0,3,0,1,what a joke you idol worshippers are mind controlled and don t even know it
14725,3,0,3,0,1,The sheriff and Hannity is the only ones that's honest and truthful and got brains
14726,3,0,3,0,1,@Twenty Faces Hitler was Austrian why would we have a statue of him in England?
14727,3,0,3,0,1,She looks good here but these new videos she’s putting out.  She is looking scary!
14728,6,0,5,1,1,Have you ever thought that she dresses like that but doesn’t agree with herself yet
14729,3,0,3,0,1,Are those names all black people? What about white people's names? Sounds racist to me
14730,3,0,3,0,1,All lives matter you sickening liberals !! Except maybe for the lives of violent criminals
14731,3,0,3,0,1,I went to Turkey 8 years ago and it was very secular and family friendly.
14732,3,0,3,0,1,I’m not completely sure of my sexuality I don’t know if I’m straight or bi
14733,3,0,3,0,1,Going back a moment. I would like to state. My life matters your life matters
14734,3,0,1,2,2,Pigs in a blanket. Fry em like bacon. Their chants aren't even clever . Also
14735,3,0,0,3,2,+Wafae Stop blaming men for women's choices of not getting into engineering and computer science.
14736,3,0,3,0,1,Don Hoover Isn’t there more white people in the Us though more than black people
14737,3,0,0,3,2,Funny how becomes the major issue every four years . Like it was planned .
14738,3,0,3,0,1,And THATS the point. That is how deep the racism is embedded in the country.
14739,3,1,2,0,1,@Richard Mahn That is so wonderful.  I want to thank her.  Jesus should be honored.
14740,3,0,3,0,1,Mouse slipped.   Meant to reply to the one below.  Only Luvvie Lefties love each other.
14741,3,0,3,0,1,All life matter is simple. Any person from any race can end up in jail
14742,3,1,2,0,1,The police are under deomcrats who broke all laws to get us where we are
14743,3,0,3,0,1,I thought you were talking about young girl in the brown sweater. I hate her
14744,3,0,3,0,1,The BLM people who booed him when he said All Lives Matter are the racists
14745,3,0,3,0,1,No. i`m black and I`m upset by what I`ve seen. It does nobody any good.
14746,3,0,0,3,2,How many white people do you know who have been attacked purely out of race
14747,3,0,3,0,1,I think it’s time to military steps and just mowers everybody down to 40 Bravoz
14748,3,0,2,1,1,Jorge Floyd???...it was this guy which put the gun to the pregnant woman's belly! Yeas
14749,3,0,3,0,1,More black people in UK and less white people. Importing african more. Problems solved !!!
14750,3,0,0,3,2,Why are people soooo pressed about a slave traders statue being dumped into a river??
14751,3,0,3,0,1,The only time a comment like this is even the slightest bit useful. (slow clap)
14752,6,1,5,0,1,Micoco45 well you're on the internet so first world problems are what we all have
14753,3,0,0,3,2,1.0 Fan that would violate free will. Because to help one you must help all
14754,3,0,2,1,1,Did Black Lives Matter to Democrats 8 years ago? 10 years ago? 12 years ago?
14755,3,0,3,0,1,@Horror Kid101 Ok but are the other houses burning down?? No and if they do
14756,3,1,2,0,1,@Falco Sirrus The whole point is... if someone doesn't like a building or a statue
14757,3,1,0,2,2,better not take down Churchill statue  without him we would all be german in uk
14758,3,1,2,0,1,@Adorufu Hitor? what with a bunch of stoned students as the enemy!! Come on man
14759,3,0,3,0,1,It’s comets like yours that tear people down. So u should not be saying this
14760,3,2,1,0,0,@Eagle it should have always been all lives matter so racist people wouldnt take advantage
14761,3,1,2,0,1,Just knowing Madonna is out there still going strong puts a smile on my face
14762,3,0,0,3,2,Omg he came out to himself when he was 13 same as me omg awesome
14763,3,0,3,0,1,@Eagle u hated black people  from the beginning and the truth is not in u
14764,3,0,3,0,1,either I'm tripping or every time I scroll up and down ur profile pic moves
14765,6,0,0,6,2,@like the first bird He was not commemorated in his capacity as a slave trader
14766,3,0,0,3,2,Why is there an issue about something no o e person chose ever there race
14767,3,0,0,3,2,All life matter. And what about White farmers being killed in south african by black.
14768,3,0,3,0,1,All lives don't matter until black lives matter and that's coming from a Mexican American
14769,3,1,0,2,2,What's next r all the dollar bills gonna be replaced with MLK and George floyd
14770,3,0,0,3,2,Marko Vujovic ...I think your the one who is clearly phsycotic and has phsycopathic tendencies
14771,3,0,3,0,1,@Ed Jessup Thank you for letting everyone know you're leaving. Not that anyone remotely cares.
14772,3,0,3,0,1,Newly out as bi. Should I...should I be like...cuffing my jeans? This whole time lol
14773,3,0,3,0,1,I just dont understand why saying All Lives Matter is offensive. It literally includes everybody
14774,3,0,3,0,1,Are female engineers rare or something? (I'm a music major so I have no clue)
14775,3,0,3,0,1,The kid in the thumbnail... i will always remember that.. this is so sad.... ?????
14776,3,0,3,0,1,The 1.2k people who gave a dislike  are not going to have a good life
14777,3,0,0,3,2,This video is so inspiring! I can't wait to start engineering in university in September
14779,3,0,3,0,1,Stephanie South your 100% right. No one says anything when cops kills white people.. smh
14780,3,0,0,3,2,It's funny that black lives only matter to these people when white people are involved
14781,3,0,3,0,1,Just because that GIRL has a different style and dresses different doesn't mean she's LGBT
14782,3,1,2,0,1,@Fax Checker i mean..why wouldnt i care?..it IS a problem and we SHOULD care tho..
14783,3,0,2,1,1,@Suzanna Antonia's In india after secondary education we have to choose one stream among  Engineering
14786,6,1,5,0,1,Say no to racism! Bury all those racial memories that keep humanity down and back.
14787,3,0,3,0,1,@Fish Keeper because saying all lives matter is a false statement because at the moment
14788,3,1,2,0,1,Why do I feel like there is going to be a horror/thriller movie called 2020.
14789,3,1,2,0,1,Never has so much ignorance joined forces with deliberate Marxist doctrine and superficial pop culture.
14790,3,0,0,3,2,@me hee Stay in your basement little boy. Your country is out evil laugh Hahahahaaa
14791,3,0,3,0,1,You can do it Lavender. I am also an engineering student in my 3rd year.
14792,9,0,9,0,1,BLM is the biggest racist joke ever....nBLM is nothing but a bunch of coward bigots....
14793,3,0,3,0,1,I am also bi and religious and I believe that God loves everyone even us
14794,3,0,2,1,1,Saying black lives matter is basically assuming people don’t care and it’s just not true.
14795,3,0,3,0,1,I don’t believe in god but when the kid said “god gave us a choice
14796,3,0,3,0,1,The LAST thing the BLM folks want is to make nice with cops.  Police/Black clashes
14797,3,0,1,2,2,@Tuffy Badass totally!!! I am South American. I live in Argentina. I agee with you.
14798,3,0,3,0,1,Yh the ones that know George floyd was a criminal and known just for that
14799,3,0,3,0,1,TheLegend27 Is Alive dang you still like 2d movies what a child ha grow up
14800,6,0,6,0,1,Provocateur why are you bringing tattoos into this? So what if someone gets a tattoo
14801,3,0,3,0,1,Mugieq or make it illegal to taclk about it cuz its the worst year ever
14802,3,0,3,0,1,Is the #BML movement still going on or have finallynMoved on from that lame crap
14803,3,0,0,3,2,@Ishmael Forester youre kidding right? you seriously think some life is more valuable then others?
14804,3,0,3,0,1,By saying black lives matter is essentialy saying that blck lives matter more than others
14805,3,0,1,2,2,All lives mattter of course. The issue is tbat Black Lives haven't mattered as much
14806,3,0,3,0,1,@S. Tagerius that's bullshit. I know men who have been through therapy for SSA successfully.
14807,3,0,3,0,1,You guys still don't seem to understand why we black people say Black Lives Matter
14808,3,0,0,3,2,DT That’s just like saying “Send black people back to Africa”. Isn’t that a racist?
14809,3,0,0,3,2,Thank you for everything ! you and Alyssa Milano are my 2 biggest inspiration !!!
14810,3,0,3,0,1,watch her instagram. there's videos of the shape of her bootie and it looks normal.
14811,3,0,3,0,1,Well those two are heroes. They defeat evil demonic criminals who go around stabbing innocents.
14812,6,2,0,4,2,4 years ago and its exactly what's happening in the 2020 race for the presidency.
14813,3,0,3,0,1,ALL LIVES MATTER - no one person or race is better than everyone else!!! Truth!!!
14814,3,0,2,1,1,Glad the blm is fast fading out of national news. Time to go to work
14815,3,0,3,0,1,@MNanme1z4xs I think you missed a few of her points here.  It's a cultural thing
14816,4,0,4,0,1,Cool to see a new Abandon Hope; I was looking for something decent to watch.
14817,3,0,3,0,1,What you guys dont understand is all lives matter didnt exist until the blm movement
14818,3,1,0,2,2,@Starchild Hum... no. Indigo child are pure and very special and sensitive... but who knows...
14819,3,0,3,0,1,@Mark Slima hes also said to have had the worst economic recovery of any president.
14820,3,1,2,0,1,Jon Coen she’s one of the best selling artists if you wanna talk about sales
14821,3,0,3,0,1,Wow. White lives don't matter. Looks like they're setting us up for a race war.
14823,3,0,1,2,2,Yeah Clarke always speaks the truth. I wish he was down here where I live.
14824,3,0,2,1,1,80s baby here. Madonna was made by the lgbtq community. She was there for them
14825,3,0,0,3,2,Condem Pulling down a statue of an evil slave tradernBut ignore the Pedophile Price Andrew
14826,6,0,0,6,2,its a debate and you gotta do what you can to get your point out.
14827,3,0,3,0,1,after BLM interrupted Bernie Sanders I'd say it was pretty obvious they will self destruct
14828,3,0,1,2,2,So we are going to support thuggery now ? I just see a bunch morons
14829,3,0,3,0,1,The Ranting Hick what if a transgender black guy is beating up a white feminist?
14830,3,0,3,0,1,Dad change the world  the darker the skin color the more resilient to UV scientifically.
14831,3,0,3,0,1,Just make everyone get a tan or a bleach until we're all the same color
14832,3,0,3,0,1,We should topple Cromwell's statue as well. He oppressed and butchered thousands of Irish people.
14833,3,0,3,0,1,She seems  sad and depressed.. Maybe she needs to accept the fact that everyone ages..
14834,3,0,3,0,1,How so? Not conforming to gender norms does not equate to support/being against lgbt individuals.
14835,3,0,3,0,1,I knew a guy who had really horrible spacial skills (he couldn't read plan drawings)
14837,3,0,3,0,1,I’m a girl and I’m planning to study environmental engineering when I’ll be in university
14838,3,0,3,0,1,@Pretend I put a Really Funny name here Oml I do this and I'm bi
